ENSMUSG00000040552;ENSMUSG00000035373;ENSMUSG00000035352;ENSMUSG00000029373;ENSMUSG00000019987;ENSMUSG00000027624;ENSMUSG00000025150;ENSMUSG00000036896;ENSMUSG00000032725;ENSMUSG00000036887,ENSMUSG00000040809;ENSMUSG00000113010;ENSMUSG00000078783;ENSMUSG00000057135;ENSMUSG00000021322;ENSMUSG00000047592;ENSMUSG00000052485;ENSMUSG00000020573;ENSMUSG00000095788;ENSMUSG00000097855,ENSMUSG00000032518;ENSMUSG00000061315;ENSMUSG00000061787;ENSMUSG00000028156;ENSMUSG00000004056;ENSMUSG00000046841;ENSMUSG00000031715;ENSMUSG00000024516;ENSMUSG00000039013;ENSMUSG00000006731
ENSMUSG00000056054;ENSMUSG00000056071;ENSMUSG00000033508;ENSMUSG00000009633;ENSMUSG00000044103;ENSMUSG00000092418;ENSMUSG00000064246;ENSMUSG00000059657;ENSMUSG00000021986;ENSMUSG00000079597,ENSMUSG00000061353;ENSMUSG00000002504;ENSMUSG00000028763;ENSMUSG00000068079;ENSMUSG00000004655;ENSMUSG00000029309;ENSMUSG00000058254;ENSMUSG00000022816;ENSMUSG00000006386;ENSMUSG00000041134,ENSMUSG00000026536;ENSMUSG00000028270;ENSMUSG00000062488;ENSMUSG00000028268;ENSMUSG00000015947;ENSMUSG00000034855;ENSMUSG00000037849;ENSMUSG00000078616;ENSMUSG00000090272;ENSMUSG00000105504
ENSMUSG00000057058;ENSMUSG00000076498;ENSMUSG00000004612;ENSMUSG00000115681;ENSMUSG00000024910;ENSMUSG00000068227;ENSMUSG00000026009;ENSMUSG00000023132;ENSMUSG00000000817;ENSMUSG00000037202,ENSMUSG00000040809;ENSMUSG00000113010;ENSMUSG00000078783;ENSMUSG00000057135;ENSMUSG00000021322;ENSMUSG00000047592;ENSMUSG00000052485;ENSMUSG00000020573;ENSMUSG00000095788;ENSMUSG00000097855,ENSMUSG00000032518;ENSMUSG00000061315;ENSMUSG00000061787;ENSMUSG00000028156;ENSMUSG00000004056;ENSMUSG00000046841;ENSMUSG00000031715;ENSMUSG00000024516;ENSMUSG00000039013;ENSMUSG00000006731
ENSMUSG00000003379;ENSMUSG00000076609;ENSMUSG00000042474;ENSMUSG00000104213;ENSMUSG00000076937;ENSMUSG00000000903;ENSMUSG00000030724;ENSMUSG00000104710;ENSMUSG00000032053;ENSMUSG00000105906,ENSMUSG00000061353;ENSMUSG00000002504;ENSMUSG00000028763;ENSMUSG00000068079;ENSMUSG00000004655;ENSMUSG00000029309;ENSMUSG00000058254;ENSMUSG00000022816;ENSMUSG00000006386;ENSMUSG00000041134,ENSMUSG00000026536;ENSMUSG00000028270;ENSMUSG00000062488;ENSMUSG00000028268;ENSMUSG00000015947;ENSMUSG00000034855;ENSMUSG00000037849;ENSMUSG00000078616;ENSMUSG00000090272;ENSMUSG00000105504
ENSMUSG00000030165;ENSMUSG00000031494;ENSMUSG00000003534;ENSMUSG00000025163;ENSMUSG00000042817;ENSMUSG00000079298;ENSMUSG00000030257;ENSMUSG00000022548;ENSMUSG00000027315;ENSMUSG00000038793,ENSMUSG00000040809;ENSMUSG00000113010;ENSMUSG00000078783;ENSMUSG00000057135;ENSMUSG00000021322;ENSMUSG00000047592;ENSMUSG00000052485;ENSMUSG00000020573;ENSMUSG00000095788;ENSMUSG00000097855,ENSMUSG00000032518;ENSMUSG00000061315;ENSMUSG00000061787;ENSMUSG00000028156;ENSMUSG00000004056;ENSMUSG00000046841;ENSMUSG00000031715;ENSMUSG00000024516;ENSMUSG00000039013;ENSMUSG00000006731
ENSMUSG00000008540;ENSMUSG00000034353;ENSMUSG00000048058;ENSMUSG00000070858;ENSMUSG00000028927;ENSMUSG00000031613;ENSMUSG00000026170;ENSMUSG00000034557;ENSMUSG00000032915;ENSMUSG00000069516,ENSMUSG00000061353;ENSMUSG00000002504;ENSMUSG00000028763;ENSMUSG00000068079;ENSMUSG00000004655;ENSMUSG00000029309;ENSMUSG00000058254;ENSMUSG00000022816;ENSMUSG00000006386;ENSMUSG00000041134,ENSMUSG00000026536;ENSMUSG00000028270;ENSMUSG00000062488;ENSMUSG00000028268;ENSMUSG00000015947;ENSMUSG00000034855;ENSMUSG00000037849;ENSMUSG00000078616;ENSMUSG00000090272;ENSMUSG00000105504
