RPS24;RPS4Y1;GLTSCR2;ZFP36L2;EIF3L;EVL;CD3D;UBXN1;IL32;IFI6,IL32;CST7;AQP3;HOPX;CD79A;CD8B;GZMK;NCR3;FGFBP2;GZMH,CD3D;GZMA;NKG7;PRKCQ-AS1;NGFRAP1;GZMH;BCL11B;NELL2;TIGIT;GNLY,CD27;CCR7;SIT1;SOCS3;CD40LG;CD8B;STMN3;TRABD2A;NELL2;SPINT2,CCR7;LEF1;MAL;NGFRAP1;FHIT;TRABD2A;LINC00176;RP11-664D1.1;CRIP2;TNFRSF4,FOLR3;RNASE6;S100A12;ID1;CLEC4E;NRG1;RNASE2;LTB4R;C19orf59;IER3,CD79A;CD79B;MS4A1;LINC00926;VPREB3;BANK1;FCER2;PKIG;KIAA0125;FCRL1,CCR7;FHIT;CD8B;ACTN1;TMIGD2;AIF1;ADTRP;CD8A;LYRM4;SCGB3A1
GNG11;GP9;AP001189.4;ITGA2B;LY6G6F;CLDN5;RP11-879F14.2;SPOCD1;LCN2;SEC14L5,S100A9;S100A8;ASGR1;RBP7;LILRA3;FOLR3;S100A12;FCGR1A;MARCO;CLEC4E,CD79A;TCL1A;LINC00926;VPREB3;FCRLA;IGLL5;KIAA0125;PPP1R14A;TLR10;AC079767.4,GZMB;IGFBP7;AKR1C3;HAVCR2;SH2D1B;CHST2;RAMP1;FASLG;CATSPER1;HBA1,NKG7;GZMH;CCL4;FGFBP2;GZMB;S1PR5;FCRL6;CD160;GPR56;C1orf21,FCGR3A;CDKN1C;ADA;CKB;MS4A4A;PPM1N;VMO1;ICAM4;LYPD2;C1QA,FCER1A;CLEC10A;CD33;SERPINF1;ENHO;CACNA2D3;MYCL;CLEC4C;DNASE1L3;CTBP2,TNFRSF4;FUT7;TNFRSF18;HLA-DQB1;LINC00152;TIGIT;CXCR3;LGALS3;GPR171;PRDX3
