RPS24;RPS4Y1;GLTSCR2;SRSF5;ZFP36L2;EIF3L;EVL;CD3D;UBXN1;IL32,PTPRCAP;IL32;CD3D;CD3E;LTB;AES;CXCR4;ISG20;IL2RG;LDHB,CD3D;IL32;CD3E;GIMAP7;CD7;HCST;LCK;IL7R;RARRES3;GIMAP4,CD3D;LTB;IL7R;VIM;LDHB;RPL36A;RPS29;JUNB;RPS25;RPS12,LTB;C6orf48;LDHB;TMEM66;PABPC1;JUNB;SELL;NOSIP;RGS10;NAP1L1,LGALS2;CD14;MS4A6A;S100A8;CD99;GPX1;GSTP1;S100A9;LYZ;BLVRB,CD79A;CD79B;MS4A1;LTB;CD37;PTPRCAP;LINC00926;TCL1A;ISG20;KLF2,RPS13;RPL9;RPS3A;RPL21;RPL32;MALAT1;RPL22;C6orf48;SELL;CD7
GNG11;PF4;GP9;AP001189.4;ITGA2B;TMEM40;PTCRA;SEPT5;LY6G6F;C2orf88,S100A9;FCN1;CFD;S100A8;LGALS2;IFI30;CDA;MS4A6A;CD14;SLC7A7,HLA-DQA1;CD79A;HLA-DQB1;CD79B;MS4A1;HLA-DRA;HLA-DMA;TCL1A;HLA-DQA2;LINC00926,GZMB;GNLY;PRF1;FGFBP2;TYROBP;FCER1G;SPON2;IGFBP7;CLIC3;XCL2,NKG7;CCL5;GZMA;CST7;CTSW;GZMK;LYAR;GZMM;SRGN;ID2,FCGR3A;RHOC;MS4A7;IFITM1;HES4;ABI3;CD79B;CDKN1C;LILRB1;IFITM2,CST3;FCER1A;CPVL;LGALS2;CLEC10A;CD33;ALDH2;MS4A6A;SERPINF1;CD302,S100A11;CLIC1;ANXA1;SRGN;CRIP1;S100A4;S100A10;SH3BGRL3;IL32;CD2
